"from_id","from","time","message","attachments","shares","url","id_thread"
"","","","","","","/gonjoybot/inbox/333507667114780/",""
"260949074370640","Gonjoy","2019-05-05 16:56:08","Đi ngay kẻo lỡ bạn ơi ☺️ Joy sẽ ở đây hóng review của bạn! ;)","","","","t_1706090516101765"
"260949074370640","Gonjoy","2019-05-05 16:57:30","","","","","t_1706090516101765"
"","","","","","","/gonjoybot/inbox/623838674748343/",""
"2199355873477864","Thuy Vy","2019-05-05 16:50:12","Bắt đầu","","","","t_1744273925719447"
"260949074370640","Gonjoy","2019-05-05 16:50:32","Thật là một lựa chọn tuyệt vời! (y) mau mau đến quán và review cho Joy nghe ké với bạn ơi ;)","","","","t_1744273925719447"
"260949074370640","Gonjoy","2019-05-05 16:50:34","","","","","t_1744273925719447"
"2199355873477864","Thuy Vy","2019-05-05 16:50:42","Mình cám ơn ạ","","","","t_1744273925719447"
"260949074370640","Gonjoy","2019-05-05 16:50:45","Mỗi lần nghe cảm ơn là Joy lại béo lên một xút đó, nhớ vỗ béo Joy nhiều hơn nhaaa :*","","","","t_1744273925719447"
"","","","","","","/gonjoybot/inbox/623833531415524/",""
"2401794039839060","Huỳnh Trần Ngọc Mai","2019-05-05 16:41:01","Bắt đầu","","","","t_889737938029657"
"260949074370640","Gonjoy","2019-05-05 16:41:05","Bạn sẽ đi cùng ai đến đây nhỉ ;) nhớ kể cho Joy nghe với nha 😗","","","","t_889737938029657"
"260949074370640","Gonjoy","2019-05-05 16:41:07","","","","","t_889737938029657"
"260949074370640","Gonjoy","2019-05-05 16:43:24","Đây có phải lần đầu bạn đến đây ko nhỉ? Nếu đã từng đến rồi thì review cho Joy một chút thử nè 😗","","","","t_889737938029657"
"260949074370640","Gonjoy","2019-05-05 16:44:36","","","","","t_889737938029657"
"","","","","","","/gonjoybot/inbox/623832138082330/",""
"2914239115267950","Khánh Hạ","2019-05-05 16:37:38","Bắt đầu","","","","t_362740334366582"
"260949074370640","Gonjoy","2019-05-05 16:41:08","Thật là một lựa chọn tuyệt vời! (y) mau mau đến quán và review cho Joy nghe ké với bạn ơi ;)","","","","t_362740334366582"
"260949074370640","Gonjoy","2019-05-05 16:42:17","","","","","t_362740334366582"
"","","","","","","/gonjoybot/inbox/623832048082339/",""
"2187179568026819","Hòa Thanh","2019-05-05 16:37:23","Bắt đầu","","","","t_854918074861398"
"260949074370640","Gonjoy","2019-05-05 16:41:09","Đây có phải lần đầu bạn đến đây ko nhỉ? Nếu đã từng đến rồi thì review cho Joy một chút thử nè 😗","","","","t_854918074861398"
"260949074370640","Gonjoy","2019-05-05 16:42:15","","","","","t_854918074861398"
"","","","","","","/gonjoybot/inbox/623831171415760/",""
"2192682727493259","Quynh Anhh","2019-05-05 16:35:30","Bắt đầu","","","","t_2134378936679966"
"260949074370640","Gonjoy","2019-05-05 16:35:33","Chúc bạn có trải nghiệm thú vị tại quán và đừng quên review cho Joy nhé 😗","","","","t_2134378936679966"
"260949074370640","Gonjoy","2019-05-05 16:35:35","","","","","t_2134378936679966"
"","","","","","","/gonjoybot/inbox/620970928368451/",""
"260949074370640","Gonjoy","2019-05-05 16:13:52","Chúc bạn có trải nghiệm thú vị tại quán và đừng quên review cho Joy nhé 😗","","","","t_2284849404907335"
"260949074370640","Gonjoy","2019-05-05 16:15:12","","","","","t_2284849404907335"
"","","","","","","/gonjoybot/inbox/623817908083753/",""
"2358054234237499","Nguyễn Thị Diệu Ly","2019-05-05 16:11:24","Bắt đầu","","","","t_1270603699759156"
"260949074370640","Gonjoy","2019-05-05 16:13:52","Nhớ kể cho Joy nghe về trải nghiệm của bạn tại đây xem mình có giống nhau ko nha ;)","","","","t_1270603699759156"
"260949074370640","Gonjoy","2019-05-05 16:15:12","","","","","t_1270603699759156"
"","","","","","","/gonjoybot/inbox/623819411416936/",""
"1804522426314406","Van Trinh Hong","2019-05-05 16:13:58","Bắt đầu","","","","t_294361708142651"
"","","","","","","/gonjoybot/inbox/623815988083945/",""
"2438173182894919","Xếp Nguyễn Ngọc","2019-05-05 16:07:24","Bắt đầu","","","","t_2615054285387811"
"260949074370640","Gonjoy","2019-05-05 16:09:37","Xin chào Xếp Nguyễn Ngọc :D","","","","t_2615054285387811"
"260949074370640","Gonjoy","2019-05-05 16:11:04","","https://cdn.fbsbx.com/v/t59.2708-21/50202918_594966324284485_5388513798317408256_n.gif?_nc_cat=106&fallback=1&_nc_ht=cdn.fbsbx.com&oh=e7733bb5c4b9f73718108aba6f127fa8&oe=5CD18D0D","","","t_2615054285387811"
"260949074370640","Gonjoy","2019-05-05 16:12:23","Bạn có biết? Joy là chatbot tự động có 1 ví đầy những thẻ tích điểm thành viên của các thương hiệu hàng đầu?! Nhấn [TÍCH ĐIỂM] xem nhé!","","","","t_2615054285387811"
"","","","","","","/gonjoybot/inbox/623815821417295/",""
"2274100435969888","Nguyễn Lê Anh Thư","2019-05-05 16:07:05","Bắt đầu","","","","t_2292958750958387"
"260949074370640","Gonjoy","2019-05-05 16:07:07","Chúc bạn có trải nghiệm thú vị tại quán và đừng quên review cho Joy nhé 😗","","","","t_2292958750958387"
"260949074370640","Gonjoy","2019-05-05 16:07:08","","","","","t_2292958750958387"
"","","","","","","/gonjoybot/inbox/542657752866436/",""
"260949074370640","Gonjoy","2019-05-05 15:44:41","Thật là một lựa chọn tuyệt vời! (y) mau mau đến quán và review cho Joy nghe ké với bạn ơi ;)","","","","t_2279236039025286"
"260949074370640","Gonjoy","2019-05-05 15:44:43","","","","","t_2279236039025286"
"","","","","","","/gonjoybot/inbox/623803631418514/",""
"2103223113068073","Thanh Thúy","2019-05-05 15:38:43","Bắt đầu","","","","t_2709522355785333"
